x=13.689; y=-1.035; t=22.524; error=0.0;
x=9.987553286487929; y=0.8470094154174526; t=26.954; error=0.0018524627927628031;
x=9.982545082871168; y=0.8580417699893078; t=26.964; error=0.0018634821677168457;
x=9.977503765308985; y=0.8701573680904106; t=26.974; error=0.0018975803016482988;
x=9.971516700637245; y=0.8811460055543047; t=26.985; error=0.0019009759476426144;
x=9.964505211966799; y=0.8931784050797782; t=26.995; error=0.0019116227653602422;
x=9.958607580788799; y=0.9040024643278686; t=27.006; error=0.0018945317947087366;
x=9.95262018326286; y=0.9159907774712801; t=27.017; error=0.0018991139520438609;
x=9.945524055071163; y=0.9261373251482469; t=27.028; error=0.0019016446441878659;
x=9.939484175110687; y=0.9382299777581831; t=27.039; error=0.001927594626680101;
x=9.93249809444473; y=0.9482194665186872; t=27.05; error=0.001931679465007782;
x=9.925548912676343; y=0.9601443048310582; t=27.06; error=0.0019257632318951735;
x=9.918602072389506; y=0.9700777100664403; t=27.071; error=0.0019308275242818536;
x=9.91261728390567; y=0.9810615440638241; t=27.082; error=0.0019345498264401368;
x=9.90661515787743; y=0.9900737658300177; t=27.093; error=0.001939512316728602;
x=9.900563226175427; y=1.001181494130348; t=27.104; error=0.0019594908664214952;
x=9.895490582495803; y=1.0103224149411065; t=27.116; error=0.0019926408239461443;
x=9.889386590888174; y=1.0205066054052765; t=27.127; error=0.00204755809157541;
x=9.88439776168081; y=1.0294964765075325; t=27.139; error=0.0020477254830523466;
x=9.879487318762463; y=1.038345484618062; t=27.151; error=0.0020056036394599658;
x=9.873453082811876; y=1.0474068965828784; t=27.164; error=0.002022574511132999;
x=9.868492749109183; y=1.0563462011485591; t=27.176; error=0.0020101137866666463;
x=9.862617593863837; y=1.0651685438705345; t=27.189; error=0.001995521156410791;
x=9.856636540292676; y=1.0741493808575957; t=27.202; error=0.0019998351145430146;
x=9.85175093166596; y=1.081974389824216; t=27.216; error=0.002003795705254588;
x=9.84575932122755; y=1.090970567911272; t=27.229; error=0.002009281775187977;
x=9.839466112996789; y=1.0993696001772097; t=27.242; error=0.0020063130276125095;
x=9.83455271850908; y=1.1082231031177983; t=27.256; error=0.001976592017895323;
x=9.828483768689123; y=1.117335294476133; t=27.269; error=0.0019961414931847646;
x=9.823237982857057; y=1.1257373499099612; t=27.283; error=0.002133304072093461;
x=9.81729863846122; y=1.1346553354260442; t=27.296; error=0.0021039480092619337;
x=9.812203962551415; y=1.143835135353046; t=27.31; error=0.0021948229061154677;
x=9.806211863697499; y=1.1528315890551124; t=27.324; error=0.002196208571179713;
x=9.801136919765566; y=1.1609596305267047; t=27.339; error=0.0022655547564618406;
x=9.794938063793085; y=1.1702671802376443; t=27.353; error=0.0024535830758017677;
x=9.788976187336594; y=1.1792193575467544; t=27.367; error=0.0024245596788823225;
x=9.783072153378715; y=1.1880842107863328; t=27.382; error=0.002343810459349387;
x=9.775873353952367; y=1.1973484982143827; t=27.396; error=0.0025056318542580397;
x=9.768981164855512; y=1.2062186085794335; t=27.41; error=0.00242588303560327;
x=9.762148570998937; y=1.2150123553925356; t=27.423; error=0.002317064860004432;
x=9.755244401693693; y=1.2229105758927452; t=27.437; error=0.0022800955719454808;
x=9.748192908651585; y=1.231985633329954; t=27.45; error=0.0023164133422279736;
x=9.740324331112523; y=1.2398610463904545; t=27.463; error=0.0022841511690382997;
x=9.733396383620846; y=1.2487760884137409; t=27.476; error=0.0022592868941313073;
x=9.725407276667607; y=1.2557724706151308; t=27.489; error=0.0022632012064091305;
x=9.718433993472381; y=1.2647463087408066; t=27.502; error=0.002259630832027104;
x=9.711464758922949; y=1.2717217575539876; t=27.516; error=0.0022605237837875288;
x=9.704321082352823; y=1.2798934706826495; t=27.529; error=0.002308785353599595;
x=9.697396361343566; y=1.2868245791264004; t=27.542; error=0.0022975887339344745;
x=9.690369582923068; y=1.2948627847497656; t=27.555; error=0.0023120822665121878;
x=9.6833785358774; y=1.301860253097593; t=27.569; error=0.0023153623371695224;
