x=13.689; y=-1.035; t=22.524; error=0.0;
x=10.251787995008224; y=0.15812344171886186; t=26.385; error=0.003360712297770313;
x=10.246794466845868; y=0.17207111144976284; t=26.399; error=0.0033955347136928964;
x=10.241683005881749; y=0.18634767800497873; t=26.412; error=0.0031509821543011123;
x=10.236694632820429; y=0.2002802439727651; t=26.425; error=0.0031966555695200536;
x=10.231597695734942; y=0.21552943109196354; t=26.437; error=0.0029850621508815335;
x=10.226589636652667; y=0.22951539928966092; t=26.45; error=0.0029850054040111216;
x=10.220588680763639; y=0.24348519265581434; t=26.462; error=0.002999318153519458;
x=10.215518909736181; y=0.25764208545241424; t=26.474; error=0.0028616146102465006;
x=10.21150960070212; y=0.27262455860581214; t=26.485; error=0.002861806197653983;
x=10.206536624900929; y=0.28552075545890865; t=26.496; error=0.0029364315589433827;
x=10.201488142724079; y=0.299618409643368; t=26.508; error=0.002845987724662056;
x=10.196538503940701; y=0.31245505926081846; t=26.519; error=0.0029716736268529404;
x=10.192590409921337; y=0.32622899536554306; t=26.53; error=0.003137942156227755;
x=10.187706509153303; y=0.3388955098524617; t=26.541; error=0.0034284210036102836;
x=10.183744881303609; y=0.352716900925584; t=26.551; error=0.0035702821673509405;
x=10.179665829770165; y=0.364919937007599; t=26.562; error=0.00338131785194154;
x=10.175699444764293; y=0.37777293618726976; t=26.572; error=0.003499545007774588;
x=10.171698401552625; y=0.38974333874088796; t=26.582; error=0.00351765418675343;
x=10.167673764641474; y=0.4027862350389105; t=26.591; error=0.0034712782459708803;
x=10.164689913031138; y=0.4136925498978945; t=26.601; error=0.0035440031163625784;
x=10.160694812654215; y=0.426639764634287; t=26.61; error=0.0035822794730289414;
x=10.156626714866771; y=0.43881121496295233; t=26.619; error=0.0034191242928155456;
x=10.152649216101677; y=0.4507110937130413; t=26.628; error=0.0035010624021664157;
x=10.148589899878303; y=0.46285679752692704; t=26.638; error=0.003361680862338825;
x=10.145616668612329; y=0.47470979523149015; t=26.647; error=0.0034773542397125968;
x=10.14159712504498; y=0.48673705265696365; t=26.656; error=0.003444704512236035;
x=10.137588975526384; y=0.4987308700048235; t=26.664; error=0.0034426363751094667;
x=10.133594985028926; y=0.5106820614147536; t=26.673; error=0.0034794807924926467;
x=10.129631781242663; y=0.522540412580355; t=26.682; error=0.0036021997146336625;
x=10.125548094764092; y=0.534758771902487; t=26.691; error=0.003393507081453915;
x=10.120549504583456; y=0.5457321378440463; t=26.7; error=0.003412209310618356;
x=10.11655924953669; y=0.5576696824736936; t=26.708; error=0.003461233589987457;
x=10.111532318843087; y=0.5697061180295967; t=26.717; error=0.0034168016063560033;
x=10.106547996510379; y=0.5806471849079063; t=26.725; error=0.0034681443272290987;
x=10.101501352713278; y=0.5927305916449291; t=26.733; error=0.003377422046219192;
x=10.097541657273835; y=0.6026059915424419; t=26.742; error=0.0034916039569938234;
x=10.092515505402915; y=0.6146404082943236; t=26.75; error=0.003448976724999843;
x=10.087402096392204; y=0.6248461031247695; t=26.758; error=0.0032263506980117315;
x=10.082367249432943; y=0.6369019611612946; t=26.767; error=0.00316316879829171;
x=10.078348506036342; y=0.6459242632631574; t=26.776; error=0.003134352182414952;
x=10.073358040343816; y=0.6568793939825669; t=26.784; error=0.003171328451018476;
x=10.069285866023527; y=0.6670351405972852; t=26.793; error=0.0030142753606717857;
x=10.065254678885802; y=0.6770884568022757; t=26.802; error=0.0029559388144624332;
x=10.061206790604793; y=0.6871836912884773; t=26.811; error=0.0028581291274113337;
x=10.057192149618736; y=0.6971959031004928; t=26.82; error=0.002839064207399286;
x=10.052159232242968; y=0.7072406735255207; t=26.83; error=0.0027852313230450946;
x=10.048148001319584; y=0.7172443261913642; t=26.839; error=0.0027742206457428992;
x=10.044206491926724; y=0.7280553334673397; t=26.848; error=0.0029411451079381845;
x=10.03929066683794; y=0.736886600702932; t=26.857; error=0.0031166666731116755;
x=10.034285627354144; y=0.7478740101247003; t=26.866; error=0.003121526125453583;
x=10.029238584786167; y=0.7579474692491732; t=26.876; error=0.0030371276443299077;
x=10.025275190806704; y=0.7678317890780735; t=26.885; error=0.0031428699955415034;
x=10.020164521233484; y=0.7780317422927288; t=26.895; error=0.002925609436072058;
x=10.014107974262412; y=0.790119355781734; t=26.904; error=0.0028249563123502945;
x=10.009079213334104; y=0.8001558266239414; t=26.914; error=0.002779227146111113;
x=10.004261502360908; y=0.8107307386206695; t=26.924; error=0.0032037384625013547;
x=9.999224775023373; y=0.8217869069372029; t=26.934; error=0.0031380574897899626;
x=9.994177735164577; y=0.8328654102176518; t=26.944; error=0.0030494268290837683;
x=9.98807084465045; y=0.8440388826617617; t=26.954; error=0.002852083235221503;
x=9.983052192753203; y=0.8550546501318858; t=26.964; error=0.002827698924155405;
x=9.978088647948244; y=0.8669386398693958; t=26.974; error=0.00293456229099757;
x=9.972013439983352; y=0.8780535817804744; t=26.985; error=0.0028004436169752085;
x=9.964976951617821; y=0.8900924703445159; t=26.995; error=0.002747181662315008;
x=9.958925365339681; y=0.9011644863198204; t=27.006; error=0.0026601019080795822;
x=9.952903946567442; y=0.9131813268644685; t=27.017; error=0.002632980156700252;
x=9.945917997286255; y=0.9231429256303667; t=27.028; error=0.002669726353847432;
x=9.939911603329975; y=0.9351294959053468; t=27.039; error=0.0026745117048319555;
x=9.933027353947082; y=0.9449456202102536; t=27.05; error=0.0028862848693903993;
x=9.92601828615758; y=0.9569365222136021; t=27.06; error=0.0028864198566458713;
x=9.919074034979456; y=0.96683802616653; t=27.071; error=0.0029959559330230996;
x=9.9130941029592; y=0.9777779315336611; t=27.082; error=0.0030533351392906865;
x=9.90725355955571; y=0.9865220885559467; t=27.093; error=0.003349414246655877;
x=9.90122849312953; y=0.9975455065185255; t=27.104; error=0.00331522546427333;
x=9.89600498322081; y=1.0069284773542873; t=27.116; error=0.0028829089107057083;
x=9.889892197485812; y=1.017096309022899; t=27.127; error=0.0026841107767023873;
x=9.884926284295348; y=1.026015999483625; t=27.139; error=0.0027652900816161575;
x=9.879815298050087; y=1.0351965664841727; t=27.151; error=0.0025588433825962996;
x=9.873730733247953; y=1.044305742239756; t=27.164; error=0.0024219717037402082;
x=9.86871886846658; y=1.0533081572202487; t=27.176; error=0.0024118127615542365;
x=9.862482369647969; y=1.0626450106003815; t=27.189; error=0.0020083366366963162;
x=9.856313734631744; y=1.0718803508917252; t=27.202; error=0.0017261265331089972;
x=9.851040902116297; y=1.0803002182062726; t=27.216; error=0.0012542614458499034;
x=9.844891539925865; y=1.089506419725286; t=27.229; error=0.0010190509933258659;
x=9.83893036309042; y=1.0974398429744712; t=27.242; error=0.001085979453427073;
x=9.833948777200005; y=1.1063871247767934; t=27.256; error=0.0011295106083919037;
x=9.827901563425732; y=1.1154397174253161; t=27.269; error=0.001061476883456036;
x=9.822961949961396; y=1.123326734376892; t=27.283; error=0.0011741525997461207;
