x=13.689; y=-1.035; t=22.524; error=0.0;
x=9.73225948493106; y=1.2472604116980435; t=27.476; error=0.0003676230160439653;
x=9.724267446633801; y=1.2542534452081449; t=27.489; error=0.00036845919104171176;
x=9.717290194578231; y=1.2632241978510215; t=27.502; error=0.0003667118346018989;
x=9.710317852204598; y=1.2701965402246544; t=27.516; error=0.00037370855472503885;
x=9.703170452461197; y=1.2783649970742528; t=27.529; error=0.00040283607800387637;
x=9.696242536998554; y=1.2852929125368968; t=27.542; error=0.00038029192725987126;
x=9.689211990584097; y=1.2933278227248475; t=27.555; error=0.00039039434764368203;
x=9.68221773215044; y=1.300322081158506; t=27.569; error=0.00038877186369295607;
x=9.675146037775905; y=1.30739377553304; t=27.582; error=0.00041998357397884847;
x=9.669107371102779; y=1.3144388866516863; t=27.596; error=0.0004518296656265963;
x=9.661993998137467; y=1.3215522596169982; t=27.609; error=0.0005522922296401691;
x=9.654999267638878; y=1.328546990115586; t=27.622; error=0.0005469906058621912;
x=9.648016874823178; y=1.3355293829312864; t=27.635; error=0.0005296518173241079;
x=9.640916881550208; y=1.341615091450976; t=27.648; error=0.0006206820198455474;
x=9.633930743727383; y=1.3486012292738012; t=27.661; error=0.0006052049826069384;
x=9.626920851447974; y=1.354609708370439; t=27.674; error=0.0006148241946045698;
x=9.619951618524487; y=1.3615789412939245; t=27.687; error=0.0005809593694775588;
x=9.61299866766929; y=1.367538613455522; t=27.7; error=0.0005386151033665523;
x=9.60682792587797; y=1.3737093552468402; t=27.712; error=0.0007299276468881554;
x=9.600025564481703; y=1.3795399507293555; t=27.725; error=0.0005405555779532006;
x=9.592814695545004; y=1.3857206955322405; t=27.738; error=0.0007441369438705306;
x=9.586766397352784; y=1.3917689937244602; t=27.75; error=0.0008036924443125855;
x=9.579752922328003; y=1.3977805437457016; t=27.762; error=0.0008187160160600069;
x=9.572714884605093; y=1.4028077135477803; t=27.774; error=0.0008565582079937228;
x=9.565784156699456; y=1.408748337466897; t=27.786; error=0.0007788435624385617;
x=9.5587282072465; y=1.4137883013618653; t=27.797; error=0.0008338407149891693;
x=9.551693680597992; y=1.4188129632536564; t=27.808; error=0.0008687582102298078;
x=9.544309958866949; y=1.4240870502044023; t=27.819; error=0.0012875693815067413;
x=9.537328279995059; y=1.4290739636843237; t=27.83; error=0.0012667303423716321;
x=9.530190204983779; y=1.4331528636907693; t=27.841; error=0.0014088515385917888;
x=9.524242232018985; y=1.4381095078280972; t=27.851; error=0.0013435847325947155;
x=9.517979157258734; y=1.442284891001597; t=27.862; error=0.0016410559979415085;
x=9.512066275325758; y=1.4462268122902475; t=27.873; error=0.0015417231148267176;
x=9.505897050744698; y=1.4503396286776207; t=27.883; error=0.0017352527348122738;
x=9.499758939988117; y=1.4544317025153404; t=27.894; error=0.001894730071942755;
x=9.493506626436526; y=1.4575578592911362; t=27.904; error=0.0021580292331340243;
x=9.487403647723443; y=1.461626511766525; t=27.915; error=0.002279008801543888;
x=9.481200188812299; y=1.4657621510406211; t=27.925; error=0.0025188284184000207;
x=9.475437137742398; y=1.4686436765755713; t=27.936; error=0.0022680853426003153;
x=9.469469540126552; y=1.472622074986136; t=27.946; error=0.0022301198812808088;
x=9.462594741025326; y=1.4755684174580903; t=27.957; error=0.0021058694424741322;
x=9.454529216551789; y=1.4796011796948585; t=27.967; error=0.002174161991839038;
x=9.446537601399136; y=1.482598035377104; t=27.978; error=0.0021661779091953024;
x=9.438332445013797; y=1.4867006135697727; t=27.988; error=0.002381769540846139;
x=9.429430299649301; y=1.489667995357938; t=28.0; error=0.0022904514194989436;
x=9.419490307992376; y=1.4946379911864005; t=28.011; error=0.002227596257091199;
x=9.408363571810455; y=1.4976725555996517; t=28.022; error=0.0023399443270013436;
x=9.397683118413173; y=1.5025273071438703; t=28.034; error=0.002016641818826171;
